Rank,title,AuthorName,Language,Price_normal,Id
1239,How to Find Your Inner Glow.  a Meditation with Babaji,Geri McKellar,Engelsk,56.06,9781452584294
1240,Four Legendary Kingdoms,Matthew Reilly,Engelsk,109.95,9781501167164
1241,Three Secret Cities,Matthew Reilly,Engelsk,109.95,9781501167218
1242,Belladonna,Adalyn Grace,Engelsk,9.95,9781529367249
1243,How to Hug a Porcupine,,Engelsk,129.95,9781578265374
1244,Last Big Gun,Brian Lavery,Engelsk,34.99,9781910860090
1245,Føtexsøen,Lone Aburas,Dansk,49.95,9788702102161
1246,Røverne i Skotland,Knud H. Thomsen,Dansk,49.95,9788702104912
1247,En fortælling om Danmark i det 20. århundrede,Bo Lidegaard,Dansk,79.95,9788702142693
1248,De elendige,Victor Hugo,Dansk,49.95,9788702148053
1249,Breve hjem,Gyldendal,Dansk,49.95,9788702152333
1250,Leadership on the Edge,Uffe Elbæk,Engelsk,49.95,9788702153187
1251,Takt og Tone,Emma Gad,Dansk,49.95,9788702180558
1252,Den gotiske Renaissance,Johannes V. Jensen,Dansk,49.95,9788702194050
1253,Teorien om alt,Holger Bech Nielsen,Dansk,129.95,9788702212297
1254,Stenvaskeriet og andre stykker,Per Højholt,Dansk,49.95,9788702216400
1255,Dark Matter,Blake Crouch,Dansk,49.95,9788702232622
1256,Med mor bag rattet,Lise Nørgaard,Dansk,49.95,9788702233605
1257,Syv fantastiske fortællinger,Karen Blixen,Dansk,49.95,9788702252828
1258,Den medicinske seers guide til et sundt stofskifte,Anthony William,Dansk,139.95,9788702266078
1259,Livsstil er en livsstil,Anders Matthesen,Dansk,129.95,9788702328745
1260,Ditlevsen,Jens Andersen,Dansk,129.95,9788702381375
1261,Min vej som leder,Martin Thorborg,Dansk,129.95,9788702386660
1262,Luft i budgettet,Trine Baadsgaard,Dansk,129.95,9788702396119
1263,Kampen om Taiwan,Jonas Parello-Plesner,Dansk,129.95,9788702398168
1264,Mine fædres hus,Jørn Riel,Dansk,99.95,9788711320075
1265,Jagtmark,Helene Tursten,Dansk,99.95,9788711325766
1266,JERUSALEM,Yotam Ottolenghi,Dansk,129.95,9788711342879
1267,En kvinde i Berlin,Anonyma,Dansk,99.95,9788711349090
1268,Solen går sin gang,ernest hemingway,Dansk,99.95,9788711378502
1269,I skjul af skyggerne,Helene Tursten,Dansk,79.95,9788711397213
1270,Halfdan,Lene Bredsdorff,Dansk,99.95,9788711412121
1271,Hvorfor mænd vil have sex og kvinder har brug for kærlighed,Allan & Barbara Pease,Dansk,79.95,9788711492499
1272,Måske en dag,Colleen Hoover,Dansk,99.95,9788711519981
1273,Hvem var Jack the Ripper?,Carl Muusmann,Dansk,49.95,9788711578155
1274,Arsène Lupin – gentlemantyv,Maurice Leblanc,Dansk,69.95,9788711737125
1275,Vikingernes helte. Sagn om de nordiske guder,Niels Saxtorph,Dansk,99.95,9788711738351
1276,Bæst,Ane Riel,Dansk,179.95,9788711914045
1277,"Jeg er syg, men fejler ikke noget",Kasper Birch,Dansk,139.95,9788712065982
1278,Den skarpe eksamination,Tyge Krogh,Dansk,239.95,9788712069836
1279,Når mænd mødes. Homoseksualiteten og de homoseksuelle,Henning Bech,Dansk,99.95,9788726932997
1280,Mellem mænd,Henning Bech,Dansk,79.95,9788726933000
1281,Livsførelse,Arthur Schopenhauer,Dansk,69.95,9788728305829
1282,Rosenhavens hemmeligheder,Katrine Wessel,Dansk,159.95,9788740067996
1283,Paulusevangeliet,Kasper Bro Larsen,Dansk,199.95,9788741006482
1284,Religion og teologi i Det Gamle Testamente,Hans Jørgen Lundager Jensen,Dansk,169.95,9788741007052
1285,Sølvblomst,Cecilie Eken,Dansk,149.95,9788743402053
1286,Livets kode,Petra Hucke,Dansk,149.95,9788743405269
1287,Lidenskabens pris / Når penge ikke er alt / Noget for noget,Carole Mortimer,Dansk,109.95,9788743514367
1288,Fortidens hemmelighed / Kun en date / Penge er ikke alt,Lynne Graham,Dansk,109.95,9788743514374
1289,Miraklet i sneen / Mindet om Nathan,Margaret McDonagh,Dansk,84.95,9788743514671
1290,Spor i sandet / Skæbnedans,Fiona McArthur,Dansk,84.95,9788743514688
1291,En flirt med fjenden / En dans med sheiken / Livets guldkorn,Paula Roe,Dansk,109.95,9788743514893
1292,Glødende hjerter / Millionærens hemmelige mission / Den urørlige sheik,Anna DePalo,Dansk,109.95,9788743514909
1293,En sælsom romance,Nikki Logan,Dansk,44.95,9788743515265
1294,En sag om kärlighed,Teresa Southwick,Dansk,44.95,9788743515272
1295,Facebooks historie. Udviklingen af en tom struktur,Niels Brügger,Dansk,34.95,9788759323649
1296,Sofies verden,Jostein Gaarder,Dansk,79.95,9788763831413
1297,Isbryder,Kristina Ohlsson,Dansk,159.95,9788770077385
1298,Blodskyld,Åsa Larsson,Dansk,89.95,9788770538176
1299,Huset i Hickery Road,Agatha Christie,Dansk,69.95,9788771286663
1300,Solen var vidne,Agatha Christie,Dansk,69.95,9788771286748
1301,Nitro og myten om julemanden,Nina Askov,Dansk,39.95,9788771413922
1302,Den afskyelige mand,Maj Sjöwall,Dansk,89.95,9788771460803
1303,Kvinden de meldte savnet,Sara Blaedel,Dansk,179.95,9788771591446
1304,Et eneste åndedrag,Gabriella Ullberg Westin,Dansk,159.95,9788771919691
1305,Food Prepping,Jo Brand,Dansk,129.95,9788772003726
1306,Brug din hjerne til en forandring,Richard Bandler,Dansk,199.95,9788772300467
1307,Bibelen 2020,Bibelselskabet,Dansk,319.95,9788772321530
1308,Britta,Emil Ellesøe Ditzel,Dansk,179.95,9788772386539
1309,Vor tids helt,Jacob Skyggebjerg,Dansk,239.95,9788775695065
1310,Insider,Simon Emil Ammitzbøll-Bille,Dansk,179.95,9788775931705
1311,Larmen på Strøget,Henrik Marstal,Dansk,199.95,9788775971480
1312,SEO og Google,Torbjørn Flensted,Dansk,109.95,9788778535481
1313,Krigen og koleraen,Vilhelm Bergsøe,Dansk,64.95,9788779796959
1314,Bekendelser fra en f#ck-up i fyrrerne,Alexandra Potter,Dansk,159.95,9788791955358
1315,I tider med aftagende lys,Eugen Ruge,Dansk,199.95,9788792439840
1316,Ledelse på tværs,Lars Stig Duehart,Dansk,39.95,9788793149748
1317,Psyche og Kupido,Apuleius fra Madaurus,Dansk,59.95,9788793276284
1318,Vi morer os ihjel,Neil Postman,Dansk,229.95,9788793535879
1319,Intuition,Henri Bergson,Dansk,129.95,9788793535992
1320,Mormor dansede i regnen,Trude Teige,Dansk,159.95,9788793983182
1321,Det professionelle rum i individuel psykomotorisk terapi,Siff L. E. Skovenborg,Dansk,336.63,9788798635727
1322,5 redskaber til at sætte grænser,Mette Glargaard,Dansk,34.95,9788799658435
1323,Fikseren,Gabriella Ullberg Westin,Dansk,109.95,9789150789423
1324,Slagteren,Gabriella Ullberg Westin,Dansk,109.95,9789150790863
1325,Forræderen,Gabriella Ullberg Westin,Dansk,149.95,9789150794786
1326,Cellisten,Daniel Silva,Dansk,159.95,9789150794809
1327,Fourth Wing,Rebecca Yarros,Engelsk,121.11,9780349436982
1328,Mad til glade tarme,Mette Bender,Dansk,149.95,9788711571644
1329,Den tavse enke,Sara Blaedel,Dansk,199.95,9788740066111
1330,"Empowerment Training, 2nd Edition",James O'Heare,Engelsk,116.91,9781617812378
1331,Et bjerg af løgne,Steffen Jacobsen,Dansk,74.95,9788771376586
1332,Fra regnorm til anakonda,Søren Ekman,Dansk,99.95,9788771182682
1333,Gummi-Tarzan,Ole Lund Kirkegaard,Dansk,49.95,9788702125061
1334,Hvorfor stiger ulighed – og hvad gør vi ved det?,Birthe Larsen,Dansk,34.95,9788794272933
1335,Billedets retorik,Roland Barthes,Dansk,19.95,9788773324783
1336,Hvidhed,Jon Fosse,Dansk,149.95,9788793993808
1337,Den amerikanske mission,Lars Erslev Andersen,Dansk,219.95,9788775973101
1338,Må jeg være fri,Christoffer Lilleholt,Dansk,129.95,9788702405620
1339,Under den græske himmel,Carol Kirkwood,Dansk,129.95,9788702394757
1340,Bæstet indeni,Daisy Harding,Dansk,39.95,9788771966459
1341,32 MYTER OM KLIMAET DU IKKE SKAL HOPPE PÅ,Johannes Krüger,Dansk,149.95,9788740408164
1342,Ulvespring,Kerstin Ekman,Dansk,129.95,9788702347289
1343,Solisterne,Joakim Garff,Dansk,129.95,9788702385557
1344,Man skulle nok have været der,Thomas Korsgaard,Dansk,149.95,9788711997581
1345,Den der lever stille,Leonora Christina Skov,Dansk,139.95,9788740046120
1346,"Ser du månen, Daniel",Puk Damsgård,Dansk,139.95,9788740014822
1347,Proxy,Steffen Jacobsen,Dansk,179.95,9788711918135
1348,Slip narcissisten - Hel efter en giftig relation,Lise Varnum,Dansk,149.95,9788743040170
1349,Turen går til Venedig & Norditalien,Preben Hansen,Dansk,35,9788740076660
1350,Mysteriet i Genbrugsen,Anna Grue,Dansk,69.95,9788711985663
1351,Bolsjefilosofi og andre leveråd,Marie Brixtofte,Dansk,79.95,9788702307207
1352,De fire vinde,Kristin Hannah,Dansk,129.95,9788702350739
1353,Bare det holder min tid ud,Michael Valentin,Dansk,49.95,9788726949612
1354,Den evige ild,Ken Follett,Dansk,159.95,9788763852104
1355,Hærværk,Tom Kristensen,Dansk,49.95,9788702169904
1356,Bye Bye Blackbird,Jesper Stein,Dansk,79.95,9788740011128
1357,Dødesporet,Sara Blaedel,Dansk,99.95,9788771377750
1358,Historien om et nyt navn,Elena Ferrante,Dansk,109.95,9788792884770
1359,Praktisk filosofi og ledelse,Michael Højlund Larsen,Dansk,199.95,9788750043645
1360,Den tredje stemme,Cilla og Rolf Börjlind,Dansk,79.95,9788763830638
1361,Min geniale veninde,Elena Ferrante,Dansk,109.95,9788792884862
1362,Han,Eva Tind,Dansk,49.95,9788702154122
1363,Leviathan Wakes,James S. A. Corey,Engelsk,51.19,9780748122967
1364,Neanderthal Seeks Human: A Smart Romance,Penny Reid,Engelsk,66.85,9780989281010
1365,Manifest,Roxie Nafousi,Engelsk,121.11,9781405950558
1366,Midnight's Children,Salman Rushdie,Engelsk,84.95,9781409028482
1367,Tale,Joseph Conrad,Engelsk,6.62,9781443438421
1368,Developing Your Archery Shot Sequence,USA Archery,Engelsk,46.7,9781492573012
1369,Bone Season,Shannon Samantha Shannon,Engelsk,94.95,9781526666673
1370,Absorbent Mind (Rediscovered Books),Maria Montessori,Engelsk,59.95,9781633844513
1371,Spies and Lies,Alex Joske,Engelsk,105.21,9781743589007
1372,Unmasking Autism,Devon Price,Engelsk,94.95,9781800960572
1373,Child in Pain,Leora Kuttner,Engelsk,315.87,9781845904555
1374,Dubliners (All 15 Short Stories),James Joyce,Engelsk,4.95,9788074843327
1375,Vietnamkrigen,Niels Bjerre-Poulsen,Dansk,49.95,9788702135701
1376,Den cubanske kabale,Bjarne Reuter,Dansk,49.95,9788702144628
1377,Bertram 3 - Ridder af skraldespanden,Bjarne Reuter,Dansk,49.95,9788702152630
1378,Bertram 4 - Tre engle og fem løver,Bjarne Reuter,Dansk,49.95,9788702152647
1379,Dig og mig ved daggry,Sanne Munk Jensen,Dansk,79.95,9788702152951
1380,Mord i mørket,Dan Turèll,Dansk,79.95,9788702162240
1381,Historien om Danmark under 2. verdenskrig - fortalt for børn og voksne,Nils Hartmann,Dansk,49.95,9788702162714
1382,Min Elskede,David Deida,Dansk,79.95,9788702191479
1383,Superego,Jakob Ejersbo,Dansk,49.95,9788702193114
1384,Alle vi børn i bulderby,Astrid Lindgren,Dansk,49.95,9788702209877
1385,Hvorfor gjorde I det? I-II,Jørgen Kieler,Dansk,49.95,9788702235487
1386,Den sorte viking,Bergsveinn Birgisson,Dansk,79.95,9788702263930
1387,Kun når det regner,Marie Brixtofte,Dansk,129.95,9788702266658
1388,"Steder, veje, biler, både",Kim Fupz Aakeson,Dansk,79.95,9788702279429
1389,Historien om Nissen,Bjarne Reuter,Dansk,79.95,9788702296303
1390,Åh William!,Elizabeth Strout,Dansk,79.95,9788702325669
1391,Ladyens livvagt,Sabrina Jeffries,Dansk,79.95,9788702350555
1392,Tove Ditlevsen i billeder,Anne Lise Marstrand-Jørgensen,Dansk,129.95,9788702378337
1393,Ærligt spil,Tove Jansson,Dansk,79.95,9788702382969
1394,Troskab - Dansk SS-frivillig E.H. Rasmussens erindringer 1940-45,Peter Møller Hansen,Dansk,149.95,9788711324592
1395,Prices diner,Adam Price,Dansk,99.95,9788711327029
1396,"Spise med Price - de 100 bedste fra sæson 4, 5 og 6",Adam Price,Dansk,99.95,9788711344576
1397,Offer uden ansigt,Stefan Ahnhem,Dansk,99.95,9788711348536
1398,Den refleksive leder,Ole Steen Andersen,Dansk,169.95,9788711403983
1399,Opgør i Portugal,Nick Carter,Dansk,99.95,9788711576786
1400,Sallies historier,Kim Fupz Aakeson,Dansk,69.95,9788711910498
1401,Brdr. Price,Adam Price,Dansk,199.95,9788711921135
1402,At (over)leve med en alkoholiker,Ilse Wilmot,Dansk,199.95,9788712047162
1403,Turen går til Kina ,Rakel Haslund Gjerrild,Dansk,35,9788740033892
1404,Turen går til Canada,Betty Frank Simonsen,Dansk,35,9788740034592
1405,Vegetar,Ditte Ingemann,Dansk,139.95,9788740035803
1406,Helt uden gluten,Kathrine Rosamunde Virring,Dansk,179.95,9788740054439
1407,Milo og Molly er ikke kærester,Tone Ottilie,Dansk,159.95,9788740083767
1408,Slow living - sænk tempoet og lev et liv med mening,Ole Ditlev Nielsen,Dansk,59.95,9788740403299
1409,Erik Menneskesøn,Lars-Henrik Olsen,Dansk,151.93,9788740423563
1410,Naturens muntre søn,Finn Korsaa,Dansk,139.95,9788741251776
1411,Krigens koder,Mandy Robotham,Dansk,179.95,9788743515562
1412,Menneske &  leder. Bliv den du er,Ole Fogh Kirkeby,Dansk,229.95,9788750044659
1413,Slip angsten,Irene Oestrich,Dansk,79.95,9788756705004
1414,Djævelens hule,Dennis Jürgensen,Dansk,94.95,9788758810690
1415,Dystopia,Dennis Jürgensen,Dansk,94.95,9788758812120
1416,Den tredje tvilling,Ken Follett,Dansk,129.95,9788763834544
1417,Et sted kaldet frihed,Ken Follett,Dansk,129.95,9788763834551
1418,100 dage,Lotte Kaa Andersen,Dansk,129.95,9788763847629
1419,Kierkegaard-begreber,Birgit Bertung,Dansk,99.95,9788770561181
1420,De glemte piger,Sara Blaedel,Dansk,74.95,9788771086898
1421,Sten saks papir,Alice Feeney,Dansk,159.95,9788771165111
1422,Lange sorte negle,Therese Philipsen,Dansk,149.95,9788771379952
1423,Glutenfri Julebageglæde,Det Glutenfri Bageatelier by Kathrine,Dansk,120,9788771430653
1424,La politique pour tous,Connie Pedersen,Fransk,25,9788771437096
1425,Top dog,Jens Lapidus,Dansk,89.95,9788771469820
1426,Klaverstemmeren,Carin Gerhardsen,Dansk,74.95,9788771590357
1427,Gengældelsen,Steffen Jacobsen,Dansk,64.95,9788771590586
1428,Den tjekkiske forbindelse,Therese Philipsen,Dansk,54.95,9788771591279
1429,Blender,Søren Ejlersen,Dansk,149.95,9788771594218
1430,Fermentering,Søren Ejlersen,Dansk,129.95,9788771596472
1431,Babysitteren,Sofie Sarenbrant,Dansk,64.95,9788771596700
1432,Bliv Jobkonsulent,Simon Mark Schmidt,Dansk,99.95,9788771963922
1433,Jordens bedste kogebog,Søren Ejlersen,Dansk,149.95,9788772382371
1434,Den foranderlige klode,Peter Frankopan,Dansk,239.95,9788774674337
1435,Hvordan får vi mere lighed i uddannelse?,Agi Csonka,Dansk,34.95,9788775146178
1436,Gaven i Cockleberry Bay,Nicola May,Dansk,129.95,9788775620661
1437,At læne sig mod vinden,Trude Teige,Dansk,159.95,9788775622733
1438,Tre afskedsord,Heather Webb,Dansk,159.95,9788775713493
1439,Redningen,Katrine Wessel,Dansk,159.95,9788775716739
1440,Hvo intet vover,Katrine Wessel,Dansk,159.95,9788775716913
1441,Alaska Sanders-sagen,Joël Dicker,Dansk,179.95,9788775933518
1442,SJÆLSBEVISET,Niels Svendsen,Dansk,149.95,9788776081119
1443,Zebrafinker,Frank Sundgaard Nielsen,Dansk,69.95,9788778576224
1444,De syv broer,Pernille Pind,Dansk,14.95,9788792435095
1445,"formler og ligninger trin 2, brikkerne til regning & matematik",Preben Bernitt,Dansk,59.95,9788792488091
1446,Vold,Slavoj Žižek,Dansk,99.95,9788793041134
1447,H.C. Andersens Hjertenskære eventyr,Jens Funder-Nielsen,Dansk,139.95,9788793126688
1448,Photoshop 2021 til Windows,Martin Simon,Dansk,139.95,9788793170704
1449,"Din sjæl, dit liv",Marzcia Techau,Dansk,159.95,9788797200827
1450,Falkejagt,Inger Gammelgaard Madsen,Dansk,64.95,9788799794454
1501,Fed Up,Gemma Hartley,Engelsk,94.95,9780062856487
1502,History of Judaism,Martin Goodman,Engelsk,102.46,9780141978413
1503,Spanish in 3 Months with Free Audio App,DK,Engelsk,41.86,9780241571361
1504,Set On You,Amy Lea,Engelsk,65.17,9780241997536
1505,Radical Help,Hilary Cottam,Engelsk,51.19,9780349009087
1506,Too Scot to Handle,Grace Burrowes,Engelsk,37.2,9780349415444
1507,Gutter Prayer,Gareth Hanrahan,Engelsk,41.86,9780356511511
1508,Trial of the Sun Queen,Nisha J. Tuli,Engelsk,29.95,9780356523361
1509,Career Renegade,Jonathan Fields,Engelsk,59.95,9780767931601
1510,Dragons of Autumn Twilight,Tracy Hickman,Engelsk,117.03,9780786954377
1511,Dragons of Winter Night,Margaret Weis,Engelsk,81.92,9780786954384
1512,Dragons of Spring Dawning,Margaret Weis,Engelsk,81.92,9780786954391
1513,"Women, Beware the Devil",Raczka Lulu Raczka,Engelsk,155.05,9781350414044
1514,Practical Widow to Passionate Mistress,Louise Allen,Engelsk,24.95,9781408916315
1515,Vicar's Daughter To Viscount's Lady,Louise Allen,Engelsk,24.95,9781408916469
1516,Scandal in the Regency Ballroom,Louise Allen,Engelsk,55.85,9781472012739
1517,Howling Dark,Christopher Ruocchio,Engelsk,29.95,9781473218314
1518,Short Stories in Spanish for Beginners,Olly Richards,Engelsk,60.51,9781473683266
1519,Earl's Practical Marriage,Louise Allen,Engelsk,26.01,9781474073561
1520,Least Likely To Marry A Duke,Louise Allen,Engelsk,44.95,9781474088862
1521,TikTok,Jing Zeng,Engelsk,187.13,9781509548941
1522,Don't Even Think About It,George Marshall,Engelsk,101.35,9781620401347
1523,One Girl One Dream,Dekker Laura,Engelsk,79.95,9781775490821
1524,Auftragstaktik: The Basis For Modern Military Command,Major Michael J. Gunther,Engelsk,14.95,9781786252258
1525,Ancient and Medieval Dyes,William Ferguson Leggett,Engelsk,14.95,9781789128215
1526,Simple Wild,K.A. Tucker,Engelsk,65.17,9781804946657
1527,Lonely Planet Argentina,Isabel Albiston,Engelsk,210.54,9781838696504
1528,Kragernes rige,George R. R. Martin,Dansk,129.95,9788702118285
1529,En dans med drager,George R. R. Martin,Dansk,129.95,9788702149227
1530,Alt under månen,Harald Voetmann,Dansk,49.95,9788702157956
1531,Afgrunden,Kim Leine,Dansk,79.95,9788702157994
1532,Goat Mountain,David Vann,Dansk,49.95,9788702166200
1533,Lykke-Per,Henrik Pontoppidan,Dansk,79.95,9788702167566
1534,Syner og fristelser,Harald Voetmann,Dansk,49.95,9788702178333
1535,Min personlige kunsthistorie,Martin Bigum,Dansk,49.95,9788702179088
1536,Det lykkelige Arabien,Thorkild Hansen,Dansk,49.95,9788702197938
1537,Slavernes skibe,Thorkild Hansen,Dansk,49.95,9788702197945
1538,Slavernes øer,Thorkild Hansen,Dansk,49.95,9788702198010
1539,Det er svært at dø i Dieppe,Henrik Stangerup,Dansk,49.95,9788702204674
1540,Broder Jacob,Henrik Stangerup,Dansk,49.95,9788702204698
1541,Gengældelsens veje,Karen Blixen,Dansk,49.95,9788702252866
1542,Efter åndemaneren,Kim Leine,Dansk,129.95,9788702300390
1543,Er vi der snart?,Lucy Vine,Dansk,129.95,9788702368321
1544,Den niende kreds,Victoria Larm,Dansk,129.95,9788702383676
1545,Biografen ved havet 1: Det korte møde,Holly Hepburn,Dansk,79.95,9788702404913
1546,Mordet på Roger Ackroyd,Agatha Christie,Dansk,79.95,9788711748732
1547,Vesterlandets undergang - omrids af en verdenshistoriens morfologi,Oswald Spengler,Dansk,99.95,9788711784945
1548,Kirker og klostre i Danmark,Henning Dehn-Nielsen,Dansk,129.95,9788711876725
1549,De 5 (5) - De 5 og cirkuskaravanen,Enid Blyton,Dansk,79.95,9788711911280
1550,Læseforståelse – hvorfor og hvordan?,Merete Brudholm,Dansk,99.95,9788723026873
1451,Attention Economy and How Media Works,Karen Nelson-Field,Engelsk,374.95,9789811515408
1452,Udbrændt,Sophie Kinsella,Dansk,129.95,9788702409178
1453,Den virkelige verden,Malene Ravn,Dansk,129.95,9788702325508
1454,Månesøsteren,Lucinda Riley,Dansk,129.95,9788763859059
1455,De efterladtes ø,Max Seeck,Dansk,159.95,9788743402275
1456,Drop opdragelsen,Fie Hørby,Dansk,79.95,9788702289503
1457,Strategisk kommunikation på sociale medier,Lisbeth Klastrup,Dansk,44.95,9788759326602
1458,Spørg dine guider,Sonia Choquette,Dansk,79.95,9788702184259
1459,Den sidste dommer,Lars Kjædegaard,Dansk,79.95,9788702340884
1460,To uger i Toscana,Domenica De Rosa,Dansk,79.95,9788712058465
1461,Villa Serenas hemmelighed,Domenica De Rosa,Dansk,79.95,9788712060048
1462,Den store guide til BDSM,Tidens Kvinder,Dansk,29.95,9788793265813
1463,Balladehistorier,Iben Krogsdal,Dansk,49.95,9788799628421
1464,Memoria,David Lagercrantz,Dansk,199.95,9788740083330
1465,AT TÆNKE - hurtigt og langsomt,Daniel Kahneman,Dansk,169.95,9788711387498
1466,Regenerativ ledelse,Giles Hutchins,Dansk,339.95,9788794205214
1467,Solsøsteren,Lucinda Riley,Dansk,129.95,9788763864671
1468,Throne of Glass #10: Ildens rige,Sarah J. Maas,Dansk,94.95,9788758854687
1469,Hobbitten,J.R.R. Tolkien,Dansk,79.95,9788702155617
1470,"Hook, Line, and Sinker",Tessa Bailey,Engelsk,29.95,9780063045705
1471,Bødlernes daggry,Michael Katz Krefeld,Dansk,199.95,9788711996812
1472,Et løfte om tavshed,Mattias Edvardsson,Dansk,179.95,9788775936359
1473,Lad de små børn komme til mig,Henriette Rostrup,Dansk,169.95,9788775934812
1474,How to Win At Chess,Levy Rozman,Engelsk,139.95,9781802064506
1475,Blodig jagt,Chris Carter,Dansk,159.95,9788771079531
1476,Vølvens vej - Snehild,Anne-Marie Vedsø Olesen,Dansk,79.95,9788711986004
1477,Karolines kamp,Kim Leine,Dansk,159.95,9788702345186
